"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN022023000","NEW DELHI PALAM, IN","2021-01-02","0.02","58",,"49"
"IN022023000","NEW DELHI PALAM, IN","2021-01-03","0.71","57","67","53"
"IN022023000","NEW DELHI PALAM, IN","2021-01-04","0.20","62",,"54"
"IN022023000","NEW DELHI PALAM, IN","2021-01-05","0.47","62","69","58"
"IN022023000","NEW DELHI PALAM, IN","2021-01-06","0.39","62","67","58"
"IN022023000","NEW DELHI PALAM, IN","2021-01-07","0.20","60",,
"IN022023000","NEW DELHI PALAM, IN","2021-01-08","0.00","56","66","52"
"IN022023000","NEW DELHI PALAM, IN","2021-01-09",,"58",,
"IN022023000","NEW DELHI PALAM, IN","2021-01-10",,"50","67",
"IN022023000","NEW DELHI PALAM, IN","2021-01-11",,"52",,
"IN022023000","NEW DELHI PALAM, IN","2021-01-12",,"51",,"42"
"IN022023000","NEW DELHI PALAM, IN","2021-01-13",,"50",,"40"
"IN022023000","NEW DELHI PALAM, IN","2021-01-14",,"53",,"41"
"IN022023000","NEW DELHI PALAM, IN","2021-01-15",,"55",,"48"
"IN022023000","NEW DELHI PALAM, IN","2021-01-16",,"50","66",
"IN022023000","NEW DELHI PALAM, IN","2021-01-17",,"51","60",
"IN022023000","NEW DELHI PALAM, IN","2021-01-18",,"54",,"49"
"IN022023000","NEW DELHI PALAM, IN","2021-01-19",,"56","65","48"
"IN022023000","NEW DELHI PALAM, IN","2021-01-20",,"53","62","47"
"IN022023000","NEW DELHI PALAM, IN","2021-01-21",,"55","68","45"
"IN022023000","NEW DELHI PALAM, IN","2021-01-22",,"53","68","46"
"IN022023000","NEW DELHI PALAM, IN","2021-01-23",,"56",,"47"
"IN022023000","NEW DELHI PALAM, IN","2021-01-24",,"54","63",
"IN022023000","NEW DELHI PALAM, IN","2021-01-25",,"54",,
"IN022023000","NEW DELHI PALAM, IN","2021-01-26",,"55",,"44"
"IN022023000","NEW DELHI PALAM, IN","2021-01-27",,"56",,"44"
"IN022023000","NEW DELHI PALAM, IN","2021-01-28",,"54","67","43"
"IN022023000","NEW DELHI PALAM, IN","2021-01-29",,"54",,"43"
"IN022023000","NEW DELHI PALAM, IN","2021-01-30",,"54",,
"IN022023000","NEW DELHI PALAM, IN","2021-01-31",,"57",,"44"
"IN022023000","NEW DELHI PALAM, IN","2021-02-01",,"63",,
"IN022023000","NEW DELHI PALAM, IN","2021-02-02",,"64",,"49"
"IN022023000","NEW DELHI PALAM, IN","2021-02-03",,"65",,"55"
"IN022023000","NEW DELHI PALAM, IN","2021-02-04","0.03","60",,
"IN022023000","NEW DELHI PALAM, IN","2021-02-05","0.16","58","70","48"
"IN022023000","NEW DELHI PALAM, IN","2021-02-06","0.00","59",,"47"
"IN022023000","NEW DELHI PALAM, IN","2021-02-07",,"59",,"48"
"IN022023000","NEW DELHI PALAM, IN","2021-02-08",,"60",,"49"
"IN022023000","NEW DELHI PALAM, IN","2021-02-09",,"62",,
"IN022023000","NEW DELHI PALAM, IN","2021-02-10",,"67",,
"IN022023000","NEW DELHI PALAM, IN","2021-02-13",,"65",,
"IN022023000","NEW DELHI PALAM, IN","2021-02-14",,"66",,
"IN022023000","NEW DELHI PALAM, IN","2021-02-15",,"68",,
"IN022023000","NEW DELHI PALAM, IN","2021-02-16",,"69",,"56"
"IN022023000","NEW DELHI PALAM, IN","2021-02-17",,"65","82",
"IN022023000","NEW DELHI PALAM, IN","2021-02-18",,"67",,"55"
"IN022023000","NEW DELHI PALAM, IN","2021-02-19",,"63","79",
"IN022023000","NEW DELHI PALAM, IN","2021-02-21",,"60",,
"IN022023000","NEW DELHI PALAM, IN","2021-02-22",,"67",,"55"
"IN022023000","NEW DELHI PALAM, IN","2021-02-23",,"69",,"56"
"IN022023000","NEW DELHI PALAM, IN","2021-02-24",,"72",,
"IN022023000","NEW DELHI PALAM, IN","2021-02-25",,"72",,
"IN022023000","NEW DELHI PALAM, IN","2021-02-26",,"75","88",
"IN022023000","NEW DELHI PALAM, IN","2021-02-27",,"75","89",
"IN022023000","NEW DELHI PALAM, IN","2021-02-28",,"74","87",
"IN022023000","NEW DELHI PALAM, IN","2021-03-01",,"68",,
"IN022023000","NEW DELHI PALAM, IN","2021-03-02",,"69","83",
"IN022023000","NEW DELHI PALAM, IN","2021-03-03",,"69",,"54"
"IN022023000","NEW DELHI PALAM, IN","2021-03-04",,"74",,"59"
"IN022023000","NEW DELHI PALAM, IN","2021-03-05",,"72","90",
"IN022023000","NEW DELHI PALAM, IN","2021-03-06",,"72","87","59"
"IN022023000","NEW DELHI PALAM, IN","2021-03-07",,"77",,
"IN022023000","NEW DELHI PALAM, IN","2021-03-08",,"76","92",
"IN022023000","NEW DELHI PALAM, IN","2021-03-09",,"78",,
"IN022023000","NEW DELHI PALAM, IN","2021-03-10","0.04","77",,"66"
"IN022023000","NEW DELHI PALAM, IN","2021-03-11","0.00","78",,
"IN022023000","NEW DELHI PALAM, IN","2021-03-12","0.08","75",,
"IN022023000","NEW DELHI PALAM, IN","2021-03-13","0.01","75","87",
"IN022023000","NEW DELHI PALAM, IN","2021-03-14","0.00","75",,"62"
"IN022023000","NEW DELHI PALAM, IN","2021-03-15",,"76","88",
"IN022023000","NEW DELHI PALAM, IN","2021-03-16",,"76",,"65"
"IN022023000","NEW DELHI PALAM, IN","2021-03-17",,"79",,
"IN022023000","NEW DELHI PALAM, IN","2021-03-18",,"79","93","66"
"IN022023000","NEW DELHI PALAM, IN","2021-03-19",,"79","92",
"IN022023000","NEW DELHI PALAM, IN","2021-03-20",,"77",,
"IN022023000","NEW DELHI PALAM, IN","2021-03-21",,"80",,
"IN022023000","NEW DELHI PALAM, IN","2021-03-22",,"80","96","70"
"IN022023000","NEW DELHI PALAM, IN","2021-03-23",,"75","92",
"IN022023000","NEW DELHI PALAM, IN","2021-03-24",,"77",,
"IN022023000","NEW DELHI PALAM, IN","2021-03-25",,"73","90",
"IN022023000","NEW DELHI PALAM, IN","2021-03-26",,"75",,"60"
"IN022023000","NEW DELHI PALAM, IN","2021-03-27",,"79",,
"IN022023000","NEW DELHI PALAM, IN","2021-03-28",,"83",,
"IN022023000","NEW DELHI PALAM, IN","2021-03-29",,"86",,
"IN022023000","NEW DELHI PALAM, IN","2021-03-30",,"85","103","71"
"IN022023000","NEW DELHI PALAM, IN","2021-03-31",,"81","101",
"IN022023000","NEW DELHI PALAM, IN","2021-04-01",,"80",,"62"
"IN022023000","NEW DELHI PALAM, IN","2021-04-02",,"79","96",
"IN022023000","NEW DELHI PALAM, IN","2021-04-03",,"80","95","59"
"IN022023000","NEW DELHI PALAM, IN","2021-04-04",,"82",,"64"
"IN022023000","NEW DELHI PALAM, IN","2021-04-05",,"87",,
"IN022023000","NEW DELHI PALAM, IN","2021-04-06",,"88",,
"IN022023000","NEW DELHI PALAM, IN","2021-04-07",,"85","101","73"
"IN022023000","NEW DELHI PALAM, IN","2021-04-08",,"81","98","70"
"IN022023000","NEW DELHI PALAM, IN","2021-04-09",,"83",,"67"
"IN022023000","NEW DELHI PALAM, IN","2021-04-10",,"85","100","68"
"IN022023000","NEW DELHI PALAM, IN","2021-04-11",,"86",,
"IN022023000","NEW DELHI PALAM, IN","2021-04-12",,"86","103","71"
"IN022023000","NEW DELHI PALAM, IN","2021-04-13",,"88",,
"IN022023000","NEW DELHI PALAM, IN","2021-04-14",,"89","105",
"IN022023000","NEW DELHI PALAM, IN","2021-04-15",,"88","106","74"
"IN022023000","NEW DELHI PALAM, IN","2021-04-16",,"82","106",
"IN022023000","NEW DELHI PALAM, IN","2021-04-17",,"80","105","67"
"IN022023000","NEW DELHI PALAM, IN","2021-04-18",,"84",,"70"
"IN022023000","NEW DELHI PALAM, IN","2021-04-19",,"87",,
"IN022023000","NEW DELHI PALAM, IN","2021-04-20",,"81","103",
"IN022023000","NEW DELHI PALAM, IN","2021-04-21","0.00","78","94","64"
"IN022023000","NEW DELHI PALAM, IN","2021-04-22",,"81",,"68"
"IN022023000","NEW DELHI PALAM, IN","2021-04-23",,"79","93",
"IN022023000","NEW DELHI PALAM, IN","2021-04-24","0.00","80",,"64"
"IN022023000","NEW DELHI PALAM, IN","2021-04-25","0.00","83",,
"IN022023000","NEW DELHI PALAM, IN","2021-04-26",,"88",,"67"
"IN022023000","NEW DELHI PALAM, IN","2021-04-27",,"91",,"73"
"IN022023000","NEW DELHI PALAM, IN","2021-04-28",,"93","110",
"IN022023000","NEW DELHI PALAM, IN","2021-04-29",,"92","110","78"
"IN022023000","NEW DELHI PALAM, IN","2021-04-30",,"93","110","77"
"IN022023000","NEW DELHI PALAM, IN","2021-05-01","0.00","92","110","81"
"IN022023000","NEW DELHI PALAM, IN","2021-05-02",,"90","108","80"
"IN022023000","NEW DELHI PALAM, IN","2021-05-03",,"91","104","77"
"IN022023000","NEW DELHI PALAM, IN","2021-05-04",,"91",,"79"
"IN022023000","NEW DELHI PALAM, IN","2021-05-05","0.01","90","108","77"
"IN022023000","NEW DELHI PALAM, IN","2021-05-06","0.00","83","105",
"IN022023000","NEW DELHI PALAM, IN","2021-05-07","0.08","85","104","71"
"IN022023000","NEW DELHI PALAM, IN","2021-05-08","0.00","90",,"76"
"IN022023000","NEW DELHI PALAM, IN","2021-05-09",,"88","105","77"
"IN022023000","NEW DELHI PALAM, IN","2021-05-10","0.08","87","105","78"
"IN022023000","NEW DELHI PALAM, IN","2021-05-11","0.00","89",,"77"
"IN022023000","NEW DELHI PALAM, IN","2021-05-12",,"88","106",
"IN022023000","NEW DELHI PALAM, IN","2021-05-13","0.08","81","101","69"
"IN022023000","NEW DELHI PALAM, IN","2021-05-14","0.00","87",,"74"
"IN022023000","NEW DELHI PALAM, IN","2021-05-15",,"88",,"76"
"IN022023000","NEW DELHI PALAM, IN","2021-05-16",,"92",,"74"
"IN022023000","NEW DELHI PALAM, IN","2021-05-17",,"92","106","80"
"IN022023000","NEW DELHI PALAM, IN","2021-05-18",,"80","99",
"IN022023000","NEW DELHI PALAM, IN","2021-05-19","0.08","71","87",
"IN022023000","NEW DELHI PALAM, IN","2021-05-20","2.52","78",,"68"
"IN022023000","NEW DELHI PALAM, IN","2021-05-21","0.24","78",,
"IN022023000","NEW DELHI PALAM, IN","2021-05-22","0.87","83",,"66"
"IN022023000","NEW DELHI PALAM, IN","2021-05-23","0.00","82","94","73"
"IN022023000","NEW DELHI PALAM, IN","2021-05-24",,"87",,"70"
"IN022023000","NEW DELHI PALAM, IN","2021-05-25",,"90",,"74"
"IN022023000","NEW DELHI PALAM, IN","2021-05-26",,"92",,"74"
"IN022023000","NEW DELHI PALAM, IN","2021-05-27",,"92","105","76"
"IN022023000","NEW DELHI PALAM, IN","2021-05-28",,"90","103","78"
"IN022023000","NEW DELHI PALAM, IN","2021-05-29",,"89","103","81"
"IN022023000","NEW DELHI PALAM, IN","2021-05-30",,"87","100","79"
"IN022023000","NEW DELHI PALAM, IN","2021-05-31",,"89","100",
"IN022023000","NEW DELHI PALAM, IN","2021-06-01",,"81",,"68"
"IN022023000","NEW DELHI PALAM, IN","2021-06-02",,"86",,
"IN022023000","NEW DELHI PALAM, IN","2021-06-03",,"90",,"77"
"IN022023000","NEW DELHI PALAM, IN","2021-06-04",,"86","101",
"IN022023000","NEW DELHI PALAM, IN","2021-06-05",,"86",,"70"
"IN022023000","NEW DELHI PALAM, IN","2021-06-06",,"90",,"76"
"IN022023000","NEW DELHI PALAM, IN","2021-06-07",,"94",,"80"
"IN022023000","NEW DELHI PALAM, IN","2021-06-08",,"97",,"84"
"IN022023000","NEW DELHI PALAM, IN","2021-06-09",,"98",,"87"
"IN022023000","NEW DELHI PALAM, IN","2021-06-10",,"90","108",
"IN022023000","NEW DELHI PALAM, IN","2021-06-11","0.08","91","102","74"
"IN022023000","NEW DELHI PALAM, IN","2021-06-12","0.00","87","102",
"IN022023000","NEW DELHI PALAM, IN","2021-06-13","0.08","85",,"74"
"IN022023000","NEW DELHI PALAM, IN","2021-06-14","0.04","91",,"79"
"IN022023000","NEW DELHI PALAM, IN","2021-06-15","0.00","88","102",
"IN022023000","NEW DELHI PALAM, IN","2021-06-16",,"86","101","78"
"IN022023000","NEW DELHI PALAM, IN","2021-06-17",,"88",,"78"
"IN022023000","NEW DELHI PALAM, IN","2021-06-18",,"87","96","76"
"IN022023000","NEW DELHI PALAM, IN","2021-06-19",,"86","95","77"
"IN022023000","NEW DELHI PALAM, IN","2021-06-20","0.00","85","95","77"
"IN022023000","NEW DELHI PALAM, IN","2021-06-21",,"91",,"77"
"IN022023000","NEW DELHI PALAM, IN","2021-06-22",,"95",,"81"
"IN022023000","NEW DELHI PALAM, IN","2021-06-23",,"95",,"82"
"IN022023000","NEW DELHI PALAM, IN","2021-06-24",,"89","106","81"
"IN022023000","NEW DELHI PALAM, IN","2021-06-25",,"90",,"80"
"IN022023000","NEW DELHI PALAM, IN","2021-06-26",,"89","104","73"
"IN022023000","NEW DELHI PALAM, IN","2021-06-27",,"93",,"80"
"IN022023000","NEW DELHI PALAM, IN","2021-06-28",,"95","103","83"
"IN022023000","NEW DELHI PALAM, IN","2021-06-29",,"98",,"83"
"IN022023000","NEW DELHI PALAM, IN","2021-06-30",,"101",,"86"
"IN022023000","NEW DELHI PALAM, IN","2021-07-01",,"99","110","87"
"IN022023000","NEW DELHI PALAM, IN","2021-07-02",,"92","110",
"IN022023000","NEW DELHI PALAM, IN","2021-07-03",,"89",,"77"
"IN022023000","NEW DELHI PALAM, IN","2021-07-04",,"92",,"81"
"IN022023000","NEW DELHI PALAM, IN","2021-07-05",,"93",,"83"
"IN022023000","NEW DELHI PALAM, IN","2021-07-06",,"95",,"83"
"IN022023000","NEW DELHI PALAM, IN","2021-07-07",,"97",,
"IN022023000","NEW DELHI PALAM, IN","2021-07-08",,"97","108",
"IN022023000","NEW DELHI PALAM, IN","2021-07-09",,"92","108","83"
"IN022023000","NEW DELHI PALAM, IN","2021-07-10",,"94",,
"IN022023000","NEW DELHI PALAM, IN","2021-07-11",,"91",,
"IN022023000","NEW DELHI PALAM, IN","2021-07-12",,"89","102","81"
"IN022023000","NEW DELHI PALAM, IN","2021-07-13","0.94","85","99","76"
"IN022023000","NEW DELHI PALAM, IN","2021-07-14","0.31","82",,
"IN022023000","NEW DELHI PALAM, IN","2021-07-15","0.12","88",,"77"
"IN022023000","NEW DELHI PALAM, IN","2021-07-16","0.00","92",,"82"
"IN022023000","NEW DELHI PALAM, IN","2021-07-17",,"91","100","84"
"IN022023000","NEW DELHI PALAM, IN","2021-07-18","0.28","86","102",
"IN022023000","NEW DELHI PALAM, IN","2021-07-19","3.90","79",,"76"
"IN022023000","NEW DELHI PALAM, IN","2021-07-20","2.68","81",,"76"
"IN022023000","NEW DELHI PALAM, IN","2021-07-21","1.54","86",,"74"
"IN022023000","NEW DELHI PALAM, IN","2021-07-22","0.00","85","94","78"
"IN022023000","NEW DELHI PALAM, IN","2021-07-23",,"87",,"80"
"IN022023000","NEW DELHI PALAM, IN","2021-07-24",,"88",,"82"
"IN022023000","NEW DELHI PALAM, IN","2021-07-25",,"91",,"83"
"IN022023000","NEW DELHI PALAM, IN","2021-07-26",,"87","97","83"
"IN022023000","NEW DELHI PALAM, IN","2021-07-27","2.68","82",,"78"
"IN022023000","NEW DELHI PALAM, IN","2021-07-28","2.72","80","85",
"IN022023000","NEW DELHI PALAM, IN","2021-07-29","1.06","84",,
"IN022023000","NEW DELHI PALAM, IN","2021-07-30","0.00","82","92",
"IN022023000","NEW DELHI PALAM, IN","2021-07-31","0.59","86",,
"IN022023000","NEW DELHI PALAM, IN","2021-08-01","1.18","83","94",
"IN022023000","NEW DELHI PALAM, IN","2021-08-02","0.16","83",,"81"
"IN022023000","NEW DELHI PALAM, IN","2021-08-03","0.71","86",,"81"
"IN022023000","NEW DELHI PALAM, IN","2021-08-04","0.02","87","92","81"
"IN022023000","NEW DELHI PALAM, IN","2021-08-05","0.00","87",,
"IN022023000","NEW DELHI PALAM, IN","2021-08-06",,"87",,"82"
"IN022023000","NEW DELHI PALAM, IN","2021-08-07",,"84",,
"IN022023000","NEW DELHI PALAM, IN","2021-08-08",,"82","92",
"IN022023000","NEW DELHI PALAM, IN","2021-08-09",,"84",,
"IN022023000","NEW DELHI PALAM, IN","2021-08-10",,"88",,"81"
"IN022023000","NEW DELHI PALAM, IN","2021-08-11",,"89","96","82"
"IN022023000","NEW DELHI PALAM, IN","2021-08-12",,"89","96","82"
"IN022023000","NEW DELHI PALAM, IN","2021-08-13",,"89","97",
"IN022023000","NEW DELHI PALAM, IN","2021-08-14",,"89","98",
"IN022023000","NEW DELHI PALAM, IN","2021-08-15",,"89","98","83"
"IN022023000","NEW DELHI PALAM, IN","2021-08-16",,"91","99","83"
"IN022023000","NEW DELHI PALAM, IN","2021-08-17",,"92",,
"IN022023000","NEW DELHI PALAM, IN","2021-08-18",,"91","100",
"IN022023000","NEW DELHI PALAM, IN","2021-08-19",,"89","101",
"IN022023000","NEW DELHI PALAM, IN","2021-08-20",,"81","99",
"IN022023000","NEW DELHI PALAM, IN","2021-08-21","3.31","82","90","76"
"IN022023000","NEW DELHI PALAM, IN","2021-08-22","0.47","85",,
"IN022023000","NEW DELHI PALAM, IN","2021-08-23","0.00","87",,"82"
"IN022023000","NEW DELHI PALAM, IN","2021-08-24",,"88","94","83"
"IN022023000","NEW DELHI PALAM, IN","2021-08-25",,"89",,
"IN022023000","NEW DELHI PALAM, IN","2021-08-26",,"87","97","81"
"IN022023000","NEW DELHI PALAM, IN","2021-08-27",,"88","96",
"IN022023000","NEW DELHI PALAM, IN","2021-08-28",,"87","96",
"IN022023000","NEW DELHI PALAM, IN","2021-08-29",,"85","97",
"IN022023000","NEW DELHI PALAM, IN","2021-08-30","0.00","85","94","80"
"IN022023000","NEW DELHI PALAM, IN","2021-08-31",,"80","94",
"IN022023000","NEW DELHI PALAM, IN","2021-09-01",,"78",,
"IN022023000","NEW DELHI PALAM, IN","2021-09-02",,"82",,
"IN022023000","NEW DELHI PALAM, IN","2021-09-03","0.16","84",,"77"
"IN022023000","NEW DELHI PALAM, IN","2021-09-04","0.04","83",,
"IN022023000","NEW DELHI PALAM, IN","2021-09-05","0.00","86",,"80"
"IN022023000","NEW DELHI PALAM, IN","2021-09-06","0.12","88",,"82"
"IN022023000","NEW DELHI PALAM, IN","2021-09-07","0.00","85",,
"IN022023000","NEW DELHI PALAM, IN","2021-09-08","0.03","85",,"80"
"IN022023000","NEW DELHI PALAM, IN","2021-09-09","0.00","85",,
"IN022023000","NEW DELHI PALAM, IN","2021-09-10","0.71","82",,"75"
"IN022023000","NEW DELHI PALAM, IN","2021-09-11","4.06","77","91","75"
"IN022023000","NEW DELHI PALAM, IN","2021-09-12","1.50","80",,"75"
"IN022023000","NEW DELHI PALAM, IN","2021-09-13","0.12","81","91",
"IN022023000","NEW DELHI PALAM, IN","2021-09-14","0.08","84","94",
"IN022023000","NEW DELHI PALAM, IN","2021-09-15","0.20","85","94",
"IN022023000","NEW DELHI PALAM, IN","2021-09-16","0.00","78","92",
"IN022023000","NEW DELHI PALAM, IN","2021-09-17","0.35","82",,"76"
"IN022023000","NEW DELHI PALAM, IN","2021-09-18","0.00","84",,
"IN022023000","NEW DELHI PALAM, IN","2021-09-19",,"85",,
"IN022023000","NEW DELHI PALAM, IN","2021-09-20",,"86",,"80"
"IN022023000","NEW DELHI PALAM, IN","2021-09-21",,"85",,
"IN022023000","NEW DELHI PALAM, IN","2021-09-22",,"81","95",
"IN022023000","NEW DELHI PALAM, IN","2021-09-23",,"82","89",
"IN022023000","NEW DELHI PALAM, IN","2021-09-24",,"83",,
"IN022023000","NEW DELHI PALAM, IN","2021-09-25","0.00","83","92",
"IN022023000","NEW DELHI PALAM, IN","2021-09-26",,"83","90",
"IN022023000","NEW DELHI PALAM, IN","2021-09-27",,"86",,
"IN022023000","NEW DELHI PALAM, IN","2021-09-28",,"86","96",
"IN022023000","NEW DELHI PALAM, IN","2021-09-29",,"85","96","81"
"IN022023000","NEW DELHI PALAM, IN","2021-09-30",,"85",,
"IN022023000","NEW DELHI PALAM, IN","2021-10-01",,"85","94","80"
"IN022023000","NEW DELHI PALAM, IN","2021-10-02","0.00","86",,"80"
"IN022023000","NEW DELHI PALAM, IN","2021-10-03",,"86","96","80"
"IN022023000","NEW DELHI PALAM, IN","2021-10-04",,"87","97","80"
"IN022023000","NEW DELHI PALAM, IN","2021-10-05",,"85","97",
"IN022023000","NEW DELHI PALAM, IN","2021-10-06",,"85","95",
"IN022023000","NEW DELHI PALAM, IN","2021-10-07",,"83","95",
"IN022023000","NEW DELHI PALAM, IN","2021-10-08",,"84",,"77"
"IN022023000","NEW DELHI PALAM, IN","2021-10-09",,"85",,"74"
"IN022023000","NEW DELHI PALAM, IN","2021-10-10",,"84","98",
"IN022023000","NEW DELHI PALAM, IN","2021-10-11",,"85","98",
"IN022023000","NEW DELHI PALAM, IN","2021-10-12",,"85","98",
"IN022023000","NEW DELHI PALAM, IN","2021-10-13",,"82","98",
"IN022023000","NEW DELHI PALAM, IN","2021-10-14",,"78",,
"IN022023000","NEW DELHI PALAM, IN","2021-10-15",,"80","93",
"IN022023000","NEW DELHI PALAM, IN","2021-10-16",,"83","93",
"IN022023000","NEW DELHI PALAM, IN","2021-10-17","0.01","76","95",
"IN022023000","NEW DELHI PALAM, IN","2021-10-18","2.20","71",,
"IN022023000","NEW DELHI PALAM, IN","2021-10-19","0.00","77",,"69"
"IN022023000","NEW DELHI PALAM, IN","2021-10-20",,"77",,"59"
"IN022023000","NEW DELHI PALAM, IN","2021-10-21",,"77",,"65"
"IN022023000","NEW DELHI PALAM, IN","2021-10-22",,"78","90","68"
"IN022023000","NEW DELHI PALAM, IN","2021-10-23",,"77","90",
"IN022023000","NEW DELHI PALAM, IN","2021-10-24",,"74","90",
"IN022023000","NEW DELHI PALAM, IN","2021-10-25",,"73","87",
"IN022023000","NEW DELHI PALAM, IN","2021-10-26",,"72","82",
"IN022023000","NEW DELHI PALAM, IN","2021-10-27",,"72",,"62"
"IN022023000","NEW DELHI PALAM, IN","2021-10-28",,"71","82","62"
"IN022023000","NEW DELHI PALAM, IN","2021-10-29",,"73",,"62"
"IN022023000","NEW DELHI PALAM, IN","2021-10-30",,"72","85","62"
"IN022023000","NEW DELHI PALAM, IN","2021-10-31",,"72","84","64"
"IN022023000","NEW DELHI PALAM, IN","2021-11-01",,"72","85",
"IN022023000","NEW DELHI PALAM, IN","2021-11-02",,"73","87",
"IN022023000","NEW DELHI PALAM, IN","2021-11-03",,"73",,
"IN022023000","NEW DELHI PALAM, IN","2021-11-04",,"69","85",
"IN022023000","NEW DELHI PALAM, IN","2021-11-05",,"69","80","62"
"IN022023000","NEW DELHI PALAM, IN","2021-11-06",,"70",,"61"
"IN022023000","NEW DELHI PALAM, IN","2021-11-07",,"70",,"62"
"IN022023000","NEW DELHI PALAM, IN","2021-11-08",,"71","83","61"
"IN022023000","NEW DELHI PALAM, IN","2021-11-09",,"71",,"60"
"IN022023000","NEW DELHI PALAM, IN","2021-11-10",,"71",,"60"
"IN022023000","NEW DELHI PALAM, IN","2021-11-11",,"67",,"59"
"IN022023000","NEW DELHI PALAM, IN","2021-11-12",,"68",,
"IN022023000","NEW DELHI PALAM, IN","2021-11-13",,"68",,"58"
"IN022023000","NEW DELHI PALAM, IN","2021-11-14",,"67","82","56"
"IN022023000","NEW DELHI PALAM, IN","2021-11-15",,"66","80",
"IN022023000","NEW DELHI PALAM, IN","2021-11-16",,"66","79","54"
"IN022023000","NEW DELHI PALAM, IN","2021-11-17",,"65","79","54"
"IN022023000","NEW DELHI PALAM, IN","2021-11-18",,"67","81","55"
"IN022023000","NEW DELHI PALAM, IN","2021-11-19",,"67","79","56"
"IN022023000","NEW DELHI PALAM, IN","2021-11-20",,"68","78","60"
"IN022023000","NEW DELHI PALAM, IN","2021-11-21",,"65","79","56"
"IN022023000","NEW DELHI PALAM, IN","2021-11-22",,"65",,"54"
"IN022023000","NEW DELHI PALAM, IN","2021-11-23",,"65","80","55"
"IN022023000","NEW DELHI PALAM, IN","2021-11-24",,"65",,"53"
"IN022023000","NEW DELHI PALAM, IN","2021-11-25",,"67","83","54"
"IN022023000","NEW DELHI PALAM, IN","2021-11-26",,"66","81","57"
"IN022023000","NEW DELHI PALAM, IN","2021-11-27",,"65","80","55"
"IN022023000","NEW DELHI PALAM, IN","2021-11-28",,"66","78","57"
"IN022023000","NEW DELHI PALAM, IN","2021-11-29",,"65","78","55"
"IN022023000","NEW DELHI PALAM, IN","2021-11-30",,"65",,"54"
"IN022023000","NEW DELHI PALAM, IN","2021-12-01",,"64","72","58"
"IN022023000","NEW DELHI PALAM, IN","2021-12-02",,"61","72",
"IN022023000","NEW DELHI PALAM, IN","2021-12-03",,"63",,"57"
"IN022023000","NEW DELHI PALAM, IN","2021-12-04",,"66",,"54"
"IN022023000","NEW DELHI PALAM, IN","2021-12-05",,"67","78","57"
"IN022023000","NEW DELHI PALAM, IN","2021-12-06","0.00","66","78",
"IN022023000","NEW DELHI PALAM, IN","2021-12-07",,"63","76","55"
"IN022023000","NEW DELHI PALAM, IN","2021-12-08",,"62","75","52"
"IN022023000","NEW DELHI PALAM, IN","2021-12-09",,"62","73","52"
"IN022023000","NEW DELHI PALAM, IN","2021-12-10",,"61","72",
"IN022023000","NEW DELHI PALAM, IN","2021-12-11",,"60","72","52"
"IN022023000","NEW DELHI PALAM, IN","2021-12-12",,"59","72","49"
"IN022023000","NEW DELHI PALAM, IN","2021-12-13",,"59","71","49"
"IN022023000","NEW DELHI PALAM, IN","2021-12-14",,"60","71",
"IN022023000","NEW DELHI PALAM, IN","2021-12-15",,"60","72",
"IN022023000","NEW DELHI PALAM, IN","2021-12-16",,"59","69",
"IN022023000","NEW DELHI PALAM, IN","2021-12-17",,"56","69","47"
"IN022023000","NEW DELHI PALAM, IN","2021-12-18",,"51","65","43"
"IN022023000","NEW DELHI PALAM, IN","2021-12-19",,"53",,
"IN022023000","NEW DELHI PALAM, IN","2021-12-20",,"54",,"42"
"IN022023000","NEW DELHI PALAM, IN","2021-12-21",,"57",,"45"
"IN022023000","NEW DELHI PALAM, IN","2021-12-22",,"59",,"46"
"IN022023000","NEW DELHI PALAM, IN","2021-12-23",,"59","72","49"
"IN022023000","NEW DELHI PALAM, IN","2021-12-24",,"60",,
"IN022023000","NEW DELHI PALAM, IN","2021-12-25",,"62",,"50"
"IN022023000","NEW DELHI PALAM, IN","2021-12-26",,"60","74",
"IN022023000","NEW DELHI PALAM, IN","2021-12-27","0.12","60","69","54"
"IN022023000","NEW DELHI PALAM, IN","2021-12-28","0.00","58","71",
"IN022023000","NEW DELHI PALAM, IN","2021-12-29",,"56",,
"IN022023000","NEW DELHI PALAM, IN","2021-12-30",,"53","67","44"
"IN022023000","NEW DELHI PALAM, IN","2021-12-31",,"53","66","45"
"IN022023000","NEW DELHI PALAM, IN","2022-01-01",,"54",,"44"
"IN022023000","NEW DELHI PALAM, IN","2022-01-02",,"55",,"45"
"IN022023000","NEW DELHI PALAM, IN","2022-01-03",,"58",,"46"
"IN022023000","NEW DELHI PALAM, IN","2022-01-04",,"61","72","51"
"IN022023000","NEW DELHI PALAM, IN","2022-01-05","0.00","56","72",
"IN022023000","NEW DELHI PALAM, IN","2022-01-06","0.28","60","72","54"
"IN022023000","NEW DELHI PALAM, IN","2022-01-07","0.00","61","69","57"
"IN022023000","NEW DELHI PALAM, IN","2022-01-08","1.89","60","66",
"IN022023000","NEW DELHI PALAM, IN","2022-01-09","0.79","55","62",
"IN022023000","NEW DELHI PALAM, IN","2022-01-10","0.04","54",,
"IN022023000","NEW DELHI PALAM, IN","2022-01-11","0.00","52",,"45"
